Commodity,Month,Year,Quarter,Time,Balance ($US),Total Exports Value ($US),Customs Import Value (Gen) ($US)
Published Printed Music And Music Manuscr,December,2013,Q4,December 2013,,,
Published Printed Music And Music Manuscr,January,2014,Q1,January 2014,,,
Published Printed Music And Music Manuscr,February,2014,Q1,February 2014,,,
Published Printed Music And Music Manuscr,March,2014,Q1,March 2014,,,
Published Printed Music And Music Manuscr,April,2014,Q2,April 2014,,,
Published Printed Music And Music Manuscr,May,2014,Q2,May 2014,,,
Published Printed Music And Music Manuscr,June,2014,Q2,June 2014,,,
Published Printed Music And Music Manuscr,July,2014,Q3,July 2014,,,
Published Printed Music And Music Manuscr,August,2014,Q3,August 2014,,,
Published Printed Music And Music Manuscr,September,2014,Q3,September 2014,,,
Published Printed Music And Music Manuscr,October,2014,Q4,October 2014,,,
Published Printed Music And Music Manuscr,November,2014,Q4,November 2014,,,
Published Printed Music And Music Manuscr,December,2014,Q4,December 2014,,,
Published Printed Music And Music Manuscr,January,2015,Q1,January 2015,,,
Published Printed Music And Music Manuscr,February,2015,Q1,February 2015,,,
Published Printed Music And Music Manuscr,March,2015,Q1,March 2015,,,
Published Printed Music And Music Manuscr,April,2015,Q2,April 2015,,,
Published Printed Music And Music Manuscr,May,2015,Q2,May 2015,,,
Published Printed Music And Music Manuscr,June,2015,Q2,June 2015,,,
Published Printed Music And Music Manuscr,July,2015,Q3,July 2015,,,
Published Printed Music And Music Manuscr,August,2015,Q3,August 2015,,,
Published Printed Music And Music Manuscr,September,2015,Q3,September 2015,,,
Published Printed Music And Music Manuscr,October,2015,Q4,October 2015,,,
Published Printed Music And Music Manuscr,November,2015,Q4,November 2015,,,
Published Printed Music And Music Manuscr,December,2015,Q4,December 2015,,,
Published Printed Music And Music Manuscr,January,2016,Q1,January 2016,,,
Published Printed Music And Music Manuscr,February,2016,Q1,February 2016,,,
Published Printed Music And Music Manuscr,March,2016,Q1,March 2016,,,
Published Printed Music And Music Manuscr,April,2016,Q2,April 2016,,,
Published Printed Music And Music Manuscr,May,2016,Q2,May 2016,,,
Published Printed Music And Music Manuscr,June,2016,Q2,June 2016,,,
Published Printed Music And Music Manuscr,July,2016,Q3,July 2016,,,
Published Printed Music And Music Manuscr,August,2016,Q3,August 2016,,,
Published Printed Music And Music Manuscr,September,2016,Q3,September 2016,,,
Published Printed Music And Music Manuscr,October,2016,Q4,October 2016,,,
Published Printed Music And Music Manuscr,November,2016,Q4,November 2016,,,
Published Printed Music And Music Manuscr,December,2016,Q4,December 2016,,,
Published Printed Music And Music Manuscr,January,2017,Q1,January 2017,,,
Published Printed Music And Music Manuscr,February,2017,Q1,February 2017,,,
Published Printed Music And Music Manuscr,March,2017,Q1,March 2017,,,
Published Printed Music And Music Manuscr,April,2017,Q2,April 2017,,,
Published Printed Music And Music Manuscr,May,2017,Q2,May 2017,,,
Published Printed Music And Music Manuscr,June,2017,Q2,June 2017,,,
Published Printed Music And Music Manuscr,July,2017,Q3,July 2017,,,
Published Printed Music And Music Manuscr,August,2017,Q3,August 2017,,,
Published Printed Music And Music Manuscr,September,2017,Q3,September 2017,,,
Published Printed Music And Music Manuscr,October,2017,Q4,October 2017,,,
Published Printed Music And Music Manuscr,November,2017,Q4,November 2017,,,
Published Printed Music And Music Manuscr,December,2017,Q4,December 2017,,,
Published Printed Music And Music Manuscr,January,2018,Q1,January 2018,,,
Published Printed Music And Music Manuscr,February,2018,Q1,February 2018,,,
Published Printed Music And Music Manuscr,March,2018,Q1,March 2018,,,
Published Printed Music And Music Manuscr,April,2018,Q2,April 2018,,,
Published Printed Music And Music Manuscr,May,2018,Q2,May 2018,,,
Published Printed Music And Music Manuscr,June,2018,Q2,June 2018,,,
Published Printed Music And Music Manuscr,July,2018,Q3,July 2018,,,
Published Printed Music And Music Manuscr,August,2018,Q3,August 2018,,,
Published Printed Music And Music Manuscr,September,2018,Q3,September 2018,,,
Published Printed Music And Music Manuscr,October,2018,Q4,October 2018,,,
Published Printed Music And Music Manuscr,November,2018,Q4,November 2018,,,
Published Printed Music And Music Manuscr,December,2018,Q4,December 2018,,,
Published Printed Music And Music Manuscr,January,2019,Q1,January 2019,,,
Published Printed Music And Music Manuscr,February,2019,Q1,February 2019,,,
Published Printed Music And Music Manuscr,March,2019,Q1,March 2019,,,
Published Printed Music And Music Manuscr,April,2019,Q2,April 2019,,,
Published Printed Music And Music Manuscr,May,2019,Q2,May 2019,,,
Published Printed Music And Music Manuscr,June,2019,Q2,June 2019,,,
Published Printed Music And Music Manuscr,July,2019,Q3,July 2019,,,
Published Printed Music And Music Manuscr,August,2019,Q3,August 2019,,,
Published Printed Music And Music Manuscr,September,2019,Q3,September 2019,,,
Published Printed Music And Music Manuscr,October,2019,Q4,October 2019,,,
Published Printed Music And Music Manuscr,November,2019,Q4,November 2019,,,
Published Printed Music And Music Manuscr,December,2019,Q4,December 2019,,,
Waste And Scrap,January,2002,Q1,January 2002,81942332,83989100,2046768
Waste And Scrap,February,2002,Q1,February 2002,78260936,80353428,2092492
Waste And Scrap,March,2002,Q1,March 2002,81883728,83449673,1565945
Waste And Scrap,April,2002,Q2,April 2002,105427442,107987119,2559677
Waste And Scrap,May,2002,Q2,May 2002,124766508,127544001,2777493
Waste And Scrap,June,2002,Q2,June 2002,87627754,90461411,2833657
Waste And Scrap,July,2002,Q3,July 2002,91147005,94292920,3145915
Waste And Scrap,August,2002,Q3,August 2002,107745704,110723968,2978264
Waste And Scrap,September,2002,Q3,September 2002,89910847,91800781,1889934
Waste And Scrap,October,2002,Q4,October 2002,88987197,90845032,1857835
Waste And Scrap,November,2002,Q4,November 2002,119491926,121285858,1793932
Waste And Scrap,December,2002,Q4,December 2002,126664988,128843019,2178031
Waste And Scrap,January,2003,Q1,January 2003,123743122,125290864,1547742
Waste And Scrap,February,2003,Q1,February 2003,128830472,130545246,1714774
Waste And Scrap,March,2003,Q1,March 2003,140827423,143520035,2692612
Waste And Scrap,April,2003,Q2,April 2003,129170786,131486926,2316140
Waste And Scrap,May,2003,Q2,May 2003,161541869,163866294,2324425
Waste And Scrap,June,2003,Q2,June 2003,140009170,141578130,1568960
Waste And Scrap,July,2003,Q3,July 2003,178058342,180767521,2709179
Waste And Scrap,August,2003,Q3,August 2003,186926436,188896560,1970124
Waste And Scrap,September,2003,Q3,September 2003,153329870,155081408,1751538
Waste And Scrap,October,2003,Q4,October 2003,181758193,185245925,3487732
Waste And Scrap,November,2003,Q4,November 2003,199562678,201697737,2135059
Waste And Scrap,December,2003,Q4,December 2003,191204039,194601159,3397120
Waste And Scrap,January,2004,Q1,January 2004,191074129,196681515,5607386
Waste And Scrap,February,2004,Q1,February 2004,190144284,192706702,2562418
Waste And Scrap,March,2004,Q1,March 2004,214466413,216824775,2358362
Waste And Scrap,April,2004,Q2,April 2004,211054079,213415097,2361018
Waste And Scrap,May,2004,Q2,May 2004,170242346,172228148,1985802
Waste And Scrap,June,2004,Q2,June 2004,154398113,156312873,1914760
Waste And Scrap,July,2004,Q3,July 2004,201233879,204224841,2990962
Waste And Scrap,August,2004,Q3,August 2004,194181577,197237556,3055979
Waste And Scrap,September,2004,Q3,September 2004,214461276,217437054,2975778
Waste And Scrap,October,2004,Q4,October 2004,267243787,269663136,2419349
Waste And Scrap,November,2004,Q4,November 2004,219720354,224866484,5146130
Waste And Scrap,December,2004,Q4,December 2004,246318178,252203393,5885215
Waste And Scrap,January,2005,Q1,January 2005,203326544,208223875,4897331
Waste And Scrap,February,2005,Q1,February 2005,240766237,244497631,3731394
Waste And Scrap,March,2005,Q1,March 2005,269682484,273210995,3528511
Waste And Scrap,April,2005,Q2,April 2005,287568518,291027038,3458520
Waste And Scrap,May,2005,Q2,May 2005,313007142,316898657,3891515
Waste And Scrap,June,2005,Q2,June 2005,305826835,310536840,4710005
Waste And Scrap,July,2005,Q3,July 2005,300455171,304055506,3600335
Waste And Scrap,August,2005,Q3,August 2005,356796245,361072240,4275995
Waste And Scrap,September,2005,Q3,September 2005,330330319,333819989,3489670
Waste And Scrap,October,2005,Q4,October 2005,362983908,368645505,5661597
Waste And Scrap,November,2005,Q4,November 2005,344757015,350127495,5370480
Waste And Scrap,December,2005,Q4,December 2005,322708300,329259399,6551099
Waste And Scrap,January,2006,Q1,January 2006,325763062,334078081,8315019
Waste And Scrap,February,2006,Q1,February 2006,435254332,440200088,4945756
Waste And Scrap,March,2006,Q1,March 2006,438983999,444097103,5113104
Waste And Scrap,April,2006,Q2,April 2006,417150182,425743253,8593071
Waste And Scrap,May,2006,Q2,May 2006,540275344,551024750,10749406
Waste And Scrap,June,2006,Q2,June 2006,474450677,487621856,13171179
Waste And Scrap,July,2006,Q3,July 2006,427926110,439352383,11426273
Waste And Scrap,August,2006,Q3,August 2006,543760741,561740853,17980112
Waste And Scrap,September,2006,Q3,September 2006,553302099,571020980,17718881
Waste And Scrap,October,2006,Q4,October 2006,617975577,633175773,15200196
Waste And Scrap,November,2006,Q4,November 2006,571947638,582207313,10259675
Waste And Scrap,December,2006,Q4,December 2006,567490416,577352702,9862286
Waste And Scrap,January,2007,Q1,January 2007,514417147,526383807,11966660
Waste And Scrap,February,2007,Q1,February 2007,523475614,529109549,5633935
Waste And Scrap,March,2007,Q1,March 2007,566407105,571375492,4968387
Waste And Scrap,April,2007,Q2,April 2007,572921252,578313572,5392320
Waste And Scrap,May,2007,Q2,May 2007,636639743,642410171,5770428
Waste And Scrap,June,2007,Q2,June 2007,581373794,587113132,5739338
Waste And Scrap,July,2007,Q3,July 2007,562071635,569239586,7167951
Waste And Scrap,August,2007,Q3,August 2007,612744996,617407016,4662020
Waste And Scrap,September,2007,Q3,September 2007,615172219,620611736,5439517
Waste And Scrap,October,2007,Q4,October 2007,684960668,687577000,2616332
Waste And Scrap,November,2007,Q4,November 2007,676351173,679618602,3267429
Waste And Scrap,December,2007,Q4,December 2007,713957787,721718957,7761170
Waste And Scrap,January,2008,Q1,January 2008,537441167,547204879,9763712
Waste And Scrap,February,2008,Q1,February 2008,623626610,628404109,4777499
Waste And Scrap,March,2008,Q1,March 2008,614195918,617065839,2869921
Waste And Scrap,April,2008,Q2,April 2008,629646290,637107273,7460983
Waste And Scrap,May,2008,Q2,May 2008,689287502,694604731,5317229
Waste And Scrap,June,2008,Q2,June 2008,724085114,733238363,9153249
Waste And Scrap,July,2008,Q3,July 2008,755484269,767722821,12238552
Waste And Scrap,August,2008,Q3,August 2008,804141998,816052245,11910247
Waste And Scrap,September,2008,Q3,September 2008,743149358,753580507,10431149
Waste And Scrap,October,2008,Q4,October 2008,685874202,692323714,6449512
Waste And Scrap,November,2008,Q4,November 2008,292615331,298773799,6158468
Waste And Scrap,December,2008,Q4,December 2008,321513424,327387557,5874133
Waste And Scrap,January,2009,Q1,January 2009,321496470,325693411,4196941
Waste And Scrap,February,2009,Q1,February 2009,463644429,469347238,5702809
Waste And Scrap,March,2009,Q1,March 2009,737103060,741900646,4797586
Waste And Scrap,April,2009,Q2,April 2009,536583982,544343146,7759164
Waste And Scrap,May,2009,Q2,May 2009,642844486,649128116,6283630
Waste And Scrap,June,2009,Q2,June 2009,607618444,615347833,7729389
Waste And Scrap,July,2009,Q3,July 2009,556293126,563439214,7146088
Waste And Scrap,August,2009,Q3,August 2009,715637943,725352035,9714092
Waste And Scrap,September,2009,Q3,September 2009,626788545,634640676,7852131
Waste And Scrap,October,2009,Q4,October 2009,561563646,566932178,5368532
Waste And Scrap,November,2009,Q4,November 2009,676957565,682476269,5518704
Waste And Scrap,December,2009,Q4,December 2009,650256485,657858493,7602008
Waste And Scrap,January,2010,Q1,January 2010,579338177,582673957,3335780
Waste And Scrap,February,2010,Q1,February 2010,672372827,679727025,7354198
Waste And Scrap,March,2010,Q1,March 2010,702923079,711967972,9044893
Waste And Scrap,April,2010,Q2,April 2010,681922586,688744929,6822343
Waste And Scrap,May,2010,Q2,May 2010,718163189,728418954,10255765
Waste And Scrap,June,2010,Q2,June 2010,696650279,705021622,8371343
Waste And Scrap,July,2010,Q3,July 2010,704390960,712139933,7748973
Waste And Scrap,August,2010,Q3,August 2010,688808770,700923563,12114793
Waste And Scrap,September,2010,Q3,September 2010,675497601,683747872,8250271
Waste And Scrap,October,2010,Q4,October 2010,804332689,816241063,11908374
Waste And Scrap,November,2010,Q4,November 2010,807235830,816316835,9081005
Waste And Scrap,December,2010,Q4,December 2010,767082392,776961800,9879408
Waste And Scrap,January,2011,Q1,January 2011,723103364,731894128,8790764
Waste And Scrap,February,2011,Q1,February 2011,828973383,832983723,4010340
Waste And Scrap,March,2011,Q1,March 2011,959525682,968001775,8476093
Waste And Scrap,April,2011,Q2,April 2011,981250547,995297143,14046596
Waste And Scrap,May,2011,Q2,May 2011,972391838,983654799,11262961
Waste And Scrap,June,2011,Q2,June 2011,998129122,1005882937,7753815
Waste And Scrap,July,2011,Q3,July 2011,1052146874,1057754138,5607264
Waste And Scrap,August,2011,Q3,August 2011,1147713607,1166152158,18438551
Waste And Scrap,September,2011,Q3,September 2011,1026782525,1039628540,12846015
Waste And Scrap,October,2011,Q4,October 2011,992591985,998256211,5664226
Waste And Scrap,November,2011,Q4,November 2011,932351662,941347917,8996255
Waste And Scrap,December,2011,Q4,December 2011,820798029,834564573,13766544
Waste And Scrap,January,2012,Q1,January 2012,776214439,786338071,10123632
Waste And Scrap,February,2012,Q1,February 2012,864856457,874848551,9992094
Waste And Scrap,March,2012,Q1,March 2012,920190610,938533778,18343168
Waste And Scrap,April,2012,Q2,April 2012,804901760,815743023,10841263
Waste And Scrap,May,2012,Q2,May 2012,781567882,804145548,22577666
Waste And Scrap,June,2012,Q2,June 2012,706075521,718712531,12637010
Waste And Scrap,July,2012,Q3,July 2012,771709732,782917692,11207960
Waste And Scrap,August,2012,Q3,August 2012,750690216,761981178,11290962
Waste And Scrap,September,2012,Q3,September 2012,708943027,717930307,8987280
Waste And Scrap,October,2012,Q4,October 2012,776300317,794750795,18450478
Waste And Scrap,November,2012,Q4,November 2012,725839205,734368143,8528938
Waste And Scrap,December,2012,Q4,December 2012,784349773,795118399,10768626
Waste And Scrap,January,2013,Q1,January 2013,686159579,710520866,24361287
Waste And Scrap,February,2013,Q1,February 2013,793838797,800082774,6243977
Waste And Scrap,March,2013,Q1,March 2013,729865670,740386674,10521004
Waste And Scrap,April,2013,Q2,April 2013,648290928,658734938,10444010
Waste And Scrap,May,2013,Q2,May 2013,734958929,744245227,9286298
Waste And Scrap,June,2013,Q2,June 2013,681858468,689512880,7654412
Waste And Scrap,July,2013,Q3,July 2013,707024748,717009159,9984411
Waste And Scrap,August,2013,Q3,August 2013,782321810,787263692,4941882
Waste And Scrap,September,2013,Q3,September 2013,703634034,714235331,10601297
Waste And Scrap,October,2013,Q4,October 2013,766660634,782438860,15778226
Waste And Scrap,November,2013,Q4,November 2013,759218418,767740023,8521605
Waste And Scrap,December,2013,Q4,December 2013,639681145,650167472,10486327
Waste And Scrap,January,2014,Q1,January 2014,588118735,607615426,19496691
Waste And Scrap,February,2014,Q1,February 2014,550952770,560696273,9743503
